Date,Lunar_Longitude
2011-336,123.98
2011-337,136.17
2011-338,148.36
2011-339,160.56
2011-340,172.75
2011-341,184.94
2011-342,197.13
2011-343,209.32
2011-344,221.51
2011-345,233.7
2011-346,245.89
2011-347,258.08
2011-348,270.27
2011-349,282.47
2011-350,294.66
2011-351,306.85
2011-352,319.04
2011-353,331.23
2011-354,343.42
2011-355,355.61
2011-356,7.8
2011-357,19.99
2011-358,32.18
2011-359,44.38
2011-360,56.57
2011-361,68.76
2011-362,80.95
2011-363,93.14
2011-364,105.33
2011-365,117.52
2012-001,0.0
2012-002,12.19
2012-003,24.38
2012-004,36.57
2012-005,48.76
2012-006,60.95
2012-007,73.15
2012-008,85.34
2012-009,97.53
2012-010,109.72
2012-011,121.91
2012-012,134.1
2012-013,146.29
2012-014,158.48
2012-015,170.67
2012-016,182.86
2012-017,195.06
2012-018,207.25
2012-019,219.44
2012-020,231.63
2012-021,243.82
2012-022,256.01
2012-023,268.2
2012-024,280.39
2012-025,292.58
2012-026,304.77
2012-027,316.97
2012-028,329.16
2012-029,341.35
2012-030,353.54
2012-031,5.73
2012-032,17.92
2012-033,30.11
2012-034,42.3
2012-035,54.49
2012-036,66.68
2012-037,78.88
2012-038,91.07
2012-039,103.26
2012-040,115.45
2012-041,127.64
2012-042,139.83
2012-043,152.02
2012-044,164.21
2012-045,176.4
2012-046,188.59
2012-047,200.79
2012-048,212.98
2012-049,225.17
2012-050,237.36
2012-051,249.55
2012-052,261.74
2012-053,273.93
2012-054,286.12
2012-055,298.31
2012-056,310.5
2012-057,322.7
2012-058,334.89
2012-059,347.08
2012-060,359.27
2012-061,11.46
2012-062,23.65
2012-063,35.84
2012-064,48.03
2012-065,60.22
2012-066,72.41
2012-067,84.61
2012-068,96.8
2012-069,108.99
2012-070,121.18
2012-071,133.37
2012-072,145.56
2012-073,157.75
2012-074,169.94
2012-075,182.13
2012-076,194.32
2012-077,206.52
2012-078,218.71
2012-079,230.9
2012-080,243.09
2012-081,255.28
2012-082,267.47
2012-083,279.66
2012-084,291.85
2012-085,304.04
2012-086,316.23
2012-087,328.43
2012-088,340.62
2012-089,352.81
2012-090,5.0
2012-091,17.19
2012-092,29.38
2012-093,41.57
2012-094,53.76
2012-095,65.95
2012-096,78.14
2012-097,90.34
2012-098,102.53
2012-099,114.72
2012-100,126.91
2012-101,139.1
2012-102,151.29
2012-103,163.48
2012-104,175.67
2012-105,187.86
2012-106,200.05
2012-107,212.25
2012-108,224.44
2012-109,236.63
2012-110,248.82
2012-111,261.01
2012-112,273.2
2012-113,285.39
2012-114,297.58
2012-115,309.77
2012-116,321.96
2012-117,334.16
2012-118,346.35
2012-119,358.54
2012-120,10.73
2012-121,22.92
2012-122,35.11
2012-123,47.3
2012-124,59.49
2012-125,71.68
2012-126,83.87
2012-127,96.07
2012-128,108.26
2012-129,120.45
2012-130,132.64
2012-131,144.83
2012-132,157.02
2012-133,169.21
2012-134,181.4
2012-135,193.59
2012-136,205.78
2012-137,217.97
2012-138,230.17
2012-139,242.36
2012-140,254.55
2012-141,266.74
2012-142,278.93
2012-143,291.12
2012-144,303.31
2012-145,315.5
2012-146,327.69
2012-147,339.88
2012-148,352.08
2012-149,4.27
2012-150,16.46
2012-151,28.65
2012-152,40.84
2012-153,53.03
2012-154,65.22
2012-155,77.41
2012-156,89.6
2012-157,101.79
2012-158,113.99
2012-159,126.18
2012-160,138.37
2012-161,150.56
2012-162,162.75
2012-163,174.94
2012-164,187.13
2012-165,199.32
2012-166,211.51
2012-167,223.7
2012-168,235.9
2012-169,248.09
2012-170,260.28
2012-171,272.47
2012-172,284.66
2012-173,296.85
2012-174,309.04
2012-175,321.23
2012-176,333.42
2012-177,345.61
2012-178,357.81
2012-179,10.0
2012-180,22.19
2012-181,34.38
2012-182,46.57
2012-183,58.76
2012-184,70.95
2012-185,83.14
2012-186,95.33
2012-187,107.52
2012-188,119.72
2012-189,131.91
2012-190,144.1
2012-191,156.29
2012-192,168.48
2012-193,180.67
2012-194,192.86
2012-195,205.05
2012-196,217.24
2012-197,229.43
2012-198,241.63
2012-199,253.82
2012-200,266.01
2012-201,278.2
2012-202,290.39
2012-203,302.58
2012-204,314.77
2012-205,326.96
2012-206,339.15
2012-207,351.34
2012-208,3.54
2012-209,15.73
2012-210,27.92
2012-211,40.11
2012-212,52.3
2012-213,64.49
2012-214,76.68
2012-215,88.87
2012-216,101.06
2012-217,113.25
2012-218,125.45
2012-219,137.64
2012-220,149.83
2012-221,162.02
2012-222,174.21
2012-223,186.4
2012-224,198.59
2012-225,210.78
2012-226,222.97
2012-227,235.16
2012-228,247.36
2012-229,259.55
2012-230,271.74
2012-231,283.93
2012-232,296.12
2012-233,308.31
2012-234,320.5
2012-235,332.69
2012-236,344.88
2012-237,357.07
2012-238,9.27
2012-239,21.46
2012-240,33.65
2012-241,45.84
2012-242,58.03
2012-243,70.22
2012-244,82.41
2012-245,94.6
2012-246,106.79
2012-247,118.98
2012-248,131.18
2012-249,143.37
2012-250,155.56
2012-251,167.75
2012-252,179.94
2012-253,192.13
2012-254,204.32
2012-255,216.51
2012-256,228.7
2012-257,240.89
2012-258,253.08
2012-259,265.28
2012-260,277.47
2012-261,289.66
2012-262,301.85
2012-263,314.04
2012-264,326.23
2012-265,338.42
2012-266,350.61
2012-267,2.8
2012-268,14.99
2012-269,27.19
2012-270,39.38
2012-271,51.57
2012-272,63.76
2012-273,75.95
2012-274,88.14
2012-275,100.33
2012-276,112.52
2012-277,124.71
2012-278,136.9
2012-279,149.1
2012-280,161.29
2012-281,173.48
2012-282,185.67
2012-283,197.86
2012-284,210.05
2012-285,222.24
2012-286,234.43
2012-287,246.62
2012-288,258.81
2012-289,271.01
2012-290,283.2
2012-291,295.39
2012-292,307.58
2012-293,319.77
2012-294,331.96
2012-295,344.15
2012-296,356.34
2012-297,8.53
2012-298,20.72
2012-299,32.92
2012-300,45.11
2012-301,57.3
2012-302,69.49
2012-303,81.68
2012-304,93.87
2012-305,106.06
2012-306,118.25
2012-307,130.44
2012-308,142.63
2012-309,154.83
2012-310,167.02
2012-311,179.21
2012-312,191.4
2012-313,203.59
2012-314,215.78
2012-315,227.97
2012-316,240.16
2012-317,252.35
2012-318,264.54
2012-319,276.74
2012-320,288.93
2012-321,301.12
2012-322,313.31
2012-323,325.5
2012-324,337.69
2012-325,349.88
2012-326,2.07
2012-327,14.26
2012-328,26.45
2012-329,38.65
2012-330,50.84
2012-331,63.03
2012-332,75.22
2012-333,87.41
2012-334,99.6
2012-335,111.79
2012-336,123.98
2012-337,136.17
2012-338,148.36
2012-339,160.56
2012-340,172.75
2012-341,184.94
2012-342,197.13
2012-343,209.32
2012-344,221.51
2012-345,233.7
2012-346,245.89
2012-347,258.08
2012-348,270.27
2012-349,282.47
2012-350,294.66
2012-351,306.85
2012-352,319.04
2012-353,331.23
2012-354,343.42
2012-355,355.61
2012-356,7.8
2012-357,19.99
2012-358,32.18
2012-359,44.38
2012-360,56.57
2012-361,68.76
2012-362,80.95
2012-363,93.14
2012-364,105.33
2012-365,117.52
2013-001,0.0
2013-002,12.19
2013-003,24.38
2013-004,36.57
2013-005,48.76
2013-006,60.95
2013-007,73.15
2013-008,85.34
2013-009,97.53
2013-010,109.72
2013-011,121.91
2013-012,134.1
2013-013,146.29
2013-014,158.48
2013-015,170.67
2013-016,182.86
2013-017,195.06
2013-018,207.25
2013-019,219.44
2013-020,231.63
2013-021,243.82
2013-022,256.01
2013-023,268.2
2013-024,280.39
2013-025,292.58
2013-026,304.77
2013-027,316.97
2013-028,329.16
2013-029,341.35
2013-030,353.54
2013-031,5.73
2013-032,17.92
2013-033,30.11
2013-034,42.3
2013-035,54.49
2013-036,66.68
2013-037,78.88
2013-038,91.07
2013-039,103.26
2013-040,115.45
2013-041,127.64
2013-042,139.83
2013-043,152.02
2013-044,164.21
2013-045,176.4
2013-046,188.59
2013-047,200.79
2013-048,212.98
2013-049,225.17
2013-050,237.36
2013-051,249.55
2013-052,261.74
2013-053,273.93
2013-054,286.12
2013-055,298.31
2013-056,310.5
2013-057,322.7
2013-058,334.89
2013-059,347.08
2013-060,359.27
2013-061,11.46
2013-062,23.65
2013-063,35.84
2013-064,48.03
2013-065,60.22
2013-066,72.41
2013-067,84.61
2013-068,96.8
2013-069,108.99
2013-070,121.18
2013-071,133.37
2013-072,145.56
2013-073,157.75
2013-074,169.94
2013-075,182.13
2013-076,194.32
2013-077,206.52
2013-078,218.71
2013-079,230.9
2013-080,243.09
2013-081,255.28
2013-082,267.47
2013-083,279.66
2013-084,291.85
2013-085,304.04
2013-086,316.23
2013-087,328.43
2013-088,340.62
2013-089,352.81
2013-090,5.0
2013-091,17.19
2013-092,29.38
2013-093,41.57
2013-094,53.76
2013-095,65.95
2013-096,78.14
2013-097,90.34
2013-098,102.53
2013-099,114.72
2013-100,126.91
2013-101,139.1
2013-102,151.29
2013-103,163.48
2013-104,175.67
2013-105,187.86
2013-106,200.05
2013-107,212.25
2013-108,224.44
2013-109,236.63
2013-110,248.82
2013-111,261.01
2013-112,273.2
2013-113,285.39
2013-114,297.58
2013-115,309.77
2013-116,321.96
2013-117,334.16
2013-118,346.35
2013-119,358.54
2013-120,10.73
2013-121,22.92
2013-122,35.11
2013-123,47.3
2013-124,59.49
2013-125,71.68
2013-126,83.87
2013-127,96.07
2013-128,108.26
2013-129,120.45
2013-130,132.64
2013-131,144.83
2013-132,157.02
2013-133,169.21
2013-134,181.4
2013-135,193.59
2013-136,205.78
2013-137,217.97
2013-138,230.17
2013-139,242.36
2013-140,254.55
2013-141,266.74
2013-142,278.93
2013-143,291.12
2013-144,303.31
2013-145,315.5
2013-146,327.69
2013-147,339.88
2013-148,352.08
2013-149,4.27
2013-150,16.46
2013-151,28.65
2013-152,40.84
2013-153,53.03
2013-154,65.22
2013-155,77.41
2013-156,89.6
2013-157,101.79
2013-158,113.99
2013-159,126.18
2013-160,138.37
2013-161,150.56
2013-162,162.75
2013-163,174.94
2013-164,187.13
2013-165,199.32
2013-166,211.51
2013-167,223.7
2013-168,235.9
2013-169,248.09
2013-170,260.28
2013-171,272.47
2013-172,284.66
2013-173,296.85
2013-174,309.04
2013-175,321.23
2013-176,333.42
2013-177,345.61
2013-178,357.81
2013-179,10.0
2013-180,22.19
2013-181,34.38
2013-182,46.57
2013-183,58.76
2013-184,70.95
2013-185,83.14
2013-186,95.33
2013-187,107.52
2013-188,119.72
2013-189,131.91
2013-190,144.1
2013-191,156.29
2013-192,168.48
2013-193,180.67
2013-194,192.86
2013-195,205.05
2013-196,217.24
2013-197,229.43
2013-198,241.63
2013-199,253.82
2013-200,266.01
2013-201,278.2
2013-202,290.39
2013-203,302.58
2013-204,314.77
2013-205,326.96
2013-206,339.15
2013-207,351.34
2013-208,3.54
2013-209,15.73
2013-210,27.92
2013-211,40.11
2013-212,52.3
2013-213,64.49
2013-214,76.68
2013-215,88.87
2013-216,101.06
2013-217,113.25
2013-218,125.45
2013-219,137.64
2013-220,149.83
2013-221,162.02
2013-222,174.21
2013-223,186.4
2013-224,198.59
2013-225,210.78
2013-226,222.97
2013-227,235.16
2013-228,247.36
2013-229,259.55
2013-230,271.74
2013-231,283.93
2013-232,296.12
2013-233,308.31
2013-234,320.5
2013-235,332.69
2013-236,344.88
2013-237,357.07
2013-238,9.27
2013-239,21.46
2013-240,33.65
2013-241,45.84
2013-242,58.03
2013-243,70.22
2013-244,82.41
2013-245,94.6
2013-246,106.79
2013-247,118.98
2013-248,131.18
2013-249,143.37
2013-250,155.56
2013-251,167.75
2013-252,179.94
2013-253,192.13
2013-254,204.32
2013-255,216.51
2013-256,228.7
2013-257,240.89
2013-258,253.08
2013-259,265.28
2013-260,277.47
2013-261,289.66
2013-262,301.85
2013-263,314.04
2013-264,326.23
2013-265,338.42
2013-266,350.61
2013-267,2.8
2013-268,14.99
2013-269,27.19
2013-270,39.38
2013-271,51.57
2013-272,63.76
2013-273,75.95
2013-274,88.14
2013-275,100.33
2013-276,112.52
2013-277,124.71
2013-278,136.9
2013-279,149.1
2013-280,161.29
2013-281,173.48
2013-282,185.67
2013-283,197.86
2013-284,210.05
2013-285,222.24
2013-286,234.43
2013-287,246.62
2013-288,258.81
2013-289,271.01
2013-290,283.2
2013-291,295.39
2013-292,307.58
2013-293,319.77
2013-294,331.96
2013-295,344.15
2013-296,356.34
2013-297,8.53
2013-298,20.72
2013-299,32.92
2013-300,45.11
2013-301,57.3
2013-302,69.49
2013-303,81.68
2013-304,93.87
2013-305,106.06
2013-306,118.25
2013-307,130.44
2013-308,142.63
2013-309,154.83
2013-310,167.02
2013-311,179.21
2013-312,191.4
2013-313,203.59
2013-314,215.78
2013-315,227.97
2013-316,240.16
2013-317,252.35
2013-318,264.54
2013-319,276.74
2013-320,288.93
2013-321,301.12
2013-322,313.31
2013-323,325.5
2013-324,337.69
2013-325,349.88
2013-326,2.07
2013-327,14.26
2013-328,26.45
2013-329,38.65
2013-330,50.84
2013-331,63.03
2013-332,75.22
2013-333,87.41
2013-334,99.6
2013-335,111.79
2013-336,123.98
2013-337,136.17
2013-338,148.36
2013-339,160.56
2013-340,172.75
2013-341,184.94
2013-342,197.13
2013-343,209.32
2013-344,221.51
2013-345,233.7
2013-346,245.89
2013-347,258.08
2013-348,270.27
2013-349,282.47
2013-350,294.66
2013-351,306.85
2013-352,319.04
2013-353,331.23
2013-354,343.42
2013-355,355.61
2013-356,7.8
2013-357,19.99
2013-358,32.18
2013-359,44.38
2013-360,56.57
2013-361,68.76
2013-362,80.95
2013-363,93.14
2013-364,105.33
2013-365,117.52
2014-001,0.0
2014-002,12.19
2014-003,24.38
2014-004,36.57
2014-005,48.76
2014-006,60.95
2014-007,73.15
2014-008,85.34
2014-009,97.53
2014-010,109.72
2014-011,121.91
2014-012,134.1
2014-013,146.29
2014-014,158.48
2014-015,170.67
2014-016,182.86
2014-017,195.06
2014-018,207.25
2014-019,219.44
2014-020,231.63
2014-021,243.82
2014-022,256.01
2014-023,268.2
2014-024,280.39
2014-025,292.58
2014-026,304.77
2014-027,316.97
2014-028,329.16
2014-029,341.35
2014-030,353.54
2014-031,5.73
2014-032,17.92
2014-033,30.11
2014-034,42.3
2014-035,54.49
2014-036,66.68
2014-037,78.88
2014-038,91.07
2014-039,103.26
2014-040,115.45
2014-041,127.64
2014-042,139.83
2014-043,152.02
2014-044,164.21
2014-045,176.4
2014-046,188.59
2014-047,200.79
2014-048,212.98
2014-049,225.17
2014-050,237.36
2014-051,249.55
2014-052,261.74
2014-053,273.93
2014-054,286.12
2014-055,298.31
2014-056,310.5
2014-057,322.7
2014-058,334.89
2014-059,347.08
2014-060,359.27
2014-061,11.46
2014-062,23.65
2014-063,35.84
2014-064,48.03
2014-065,60.22
2014-066,72.41
2014-067,84.61
2014-068,96.8
2014-069,108.99
2014-070,121.18
2014-071,133.37
2014-072,145.56
2014-073,157.75
2014-074,169.94
2014-075,182.13
2014-076,194.32
2014-077,206.52
2014-078,218.71
2014-079,230.9
2014-080,243.09
2014-081,255.28
2014-082,267.47
2014-083,279.66
2014-084,291.85
2014-085,304.04
2014-086,316.23
2014-087,328.43
2014-088,340.62
2014-089,352.81
2014-090,5.0
2014-091,17.19
2014-092,29.38
2014-093,41.57
2014-094,53.76
2014-095,65.95
2014-096,78.14
2014-097,90.34
2014-098,102.53
2014-099,114.72
2014-100,126.91
2014-101,139.1
2014-102,151.29
2014-103,163.48
2014-104,175.67
2014-105,187.86
2014-106,200.05
2014-107,212.25
2014-108,224.44
2014-109,236.63
2014-110,248.82
2014-111,261.01
2014-112,273.2
2014-113,285.39
2014-114,297.58
2014-115,309.77
2014-116,321.96
2014-117,334.16
2014-118,346.35
2014-119,358.54
2014-120,10.73
2014-121,22.92
2014-122,35.11
2014-123,47.3
2014-124,59.49
2014-125,71.68
2014-126,83.87
2014-127,96.07
2014-128,108.26
2014-129,120.45
2014-130,132.64
2014-131,144.83
2014-132,157.02
2014-133,169.21
2014-134,181.4
2014-135,193.59
2014-136,205.78
2014-137,217.97
2014-138,230.17
2014-139,242.36
2014-140,254.55
2014-141,266.74
2014-142,278.93
2014-143,291.12
2014-144,303.31
2014-145,315.5
2014-146,327.69
2014-147,339.88
2014-148,352.08
2014-149,4.27
2014-150,16.46
2014-151,28.65
2014-152,40.84
2014-153,53.03
2014-154,65.22
2014-155,77.41
2014-156,89.6
2014-157,101.79
2014-158,113.99
2014-159,126.18
2014-160,138.37
2014-161,150.56
2014-162,162.75
2014-163,174.94
2014-164,187.13
2014-165,199.32
2014-166,211.51
2014-167,223.7
2014-168,235.9
2014-169,248.09
2014-170,260.28
2014-171,272.47
2014-172,284.66
2014-173,296.85
2014-174,309.04
2014-175,321.23
2014-176,333.42
2014-177,345.61
2014-178,357.81
2014-179,10.0
2014-180,22.19
2014-181,34.38
2014-182,46.57
2014-183,58.76
2014-184,70.95
2014-185,83.14
2014-186,95.33
2014-187,107.52
2014-188,119.72
2014-189,131.91
2014-190,144.1
2014-191,156.29
2014-192,168.48
2014-193,180.67
2014-194,192.86
2014-195,205.05
2014-196,217.24
2014-197,229.43
2014-198,241.63
2014-199,253.82
2014-200,266.01
2014-201,278.2
2014-202,290.39
2014-203,302.58
2014-204,314.77
2014-205,326.96
2014-206,339.15
2014-207,351.34
2014-208,3.54
2014-209,15.73
2014-210,27.92
2014-211,40.11
2014-212,52.3
2014-213,64.49
2014-214,76.68
2014-215,88.87
2014-216,101.06
2014-217,113.25
2014-218,125.45
2014-219,137.64
2014-220,149.83
2014-221,162.02
2014-222,174.21
2014-223,186.4
2014-224,198.59
2014-225,210.78
2014-226,222.97
2014-227,235.16
2014-228,247.36
2014-229,259.55
2014-230,271.74
2014-231,283.93
2014-232,296.12
2014-233,308.31
2014-234,320.5
2014-235,332.69
2014-236,344.88
2014-237,357.07
2014-238,9.27
2014-239,21.46
2014-240,33.65
2014-241,45.84
2014-242,58.03
2014-243,70.22
2014-244,82.41
2014-245,94.6
2014-246,106.79
2014-247,118.98
2014-248,131.18
2014-249,143.37
2014-250,155.56
2014-251,167.75
2014-252,179.94
2014-253,192.13
2014-254,204.32
2014-255,216.51
2014-256,228.7
2014-257,240.89
2014-258,253.08
2014-259,265.28
2014-260,277.47
2014-261,289.66
2014-262,301.85
2014-263,314.04
2014-264,326.23
2014-265,338.42
2014-266,350.61
2014-267,2.8
2014-268,14.99
2014-269,27.19
2014-270,39.38
2014-271,51.57
2014-272,63.76
2014-273,75.95
2014-274,88.14
2014-275,100.33
2014-276,112.52
2014-277,124.71
2014-278,136.9
2014-279,149.1
2014-280,161.29
2014-281,173.48
2014-282,185.67
2014-283,197.86
2014-284,210.05
2014-285,222.24
2014-286,234.43
2014-287,246.62
2014-288,258.81
2014-289,271.01
2014-290,283.2
2014-291,295.39
2014-292,307.58
2014-293,319.77
2014-294,331.96
2014-295,344.15
2014-296,356.34
2014-297,8.53
2014-298,20.72
2014-299,32.92
2014-300,45.11
2014-301,57.3
2014-302,69.49
2014-303,81.68
2014-304,93.87
2014-305,106.06
2014-306,118.25
2014-307,130.44
2014-308,142.63
2014-309,154.83
2014-310,167.02
2014-311,179.21
2014-312,191.4
2014-313,203.59
2014-314,215.78
2014-315,227.97
2014-316,240.16
2014-317,252.35
2014-318,264.54
2014-319,276.74
2014-320,288.93
2014-321,301.12
2014-322,313.31
2014-323,325.5
2014-324,337.69
2014-325,349.88
2014-326,2.07
2014-327,14.26
2014-328,26.45
2014-329,38.65
2014-330,50.84
2014-331,63.03
2014-332,75.22
2014-333,87.41
2014-334,99.6
2014-335,111.79
2014-336,123.98
2014-337,136.17
2014-338,148.36
2014-339,160.56
2014-340,172.75
2014-341,184.94
2014-342,197.13
2014-343,209.32
2014-344,221.51
2014-345,233.7
2014-346,245.89
2014-347,258.08
2014-348,270.27
2014-349,282.47
2014-350,294.66
2014-351,306.85
2014-352,319.04
2014-353,331.23
2014-354,343.42
2014-355,355.61
2014-356,7.8
2014-357,19.99
2014-358,32.18
2014-359,44.38
2014-360,56.57
2014-361,68.76
2014-362,80.95
2014-363,93.14
2014-364,105.33
2014-365,117.52
2015-001,0.0
2015-002,12.19
2015-003,24.38
2015-004,36.57
2015-005,48.76
2015-006,60.95
2015-007,73.15
2015-008,85.34
2015-009,97.53
2015-010,109.72
2015-011,121.91
2015-012,134.1
2015-013,146.29
2015-014,158.48
2015-015,170.67
2015-016,182.86
2015-017,195.06
2015-018,207.25
2015-019,219.44
2015-020,231.63
2015-021,243.82
2015-022,256.01
2015-023,268.2
2015-024,280.39
2015-025,292.58
2015-026,304.77
2015-027,316.97
2015-028,329.16
2015-029,341.35
2015-030,353.54
2015-031,5.73
2015-032,17.92
2015-033,30.11
2015-034,42.3
2015-035,54.49
2015-036,66.68
2015-037,78.88
2015-038,91.07
2015-039,103.26
2015-040,115.45
2015-041,127.64
2015-042,139.83
2015-043,152.02
2015-044,164.21
2015-045,176.4
2015-046,188.59
2015-047,200.79
2015-048,212.98
2015-049,225.17
2015-050,237.36
2015-051,249.55
2015-052,261.74
2015-053,273.93
2015-054,286.12
2015-055,298.31
2015-056,310.5
2015-057,322.7
2015-058,334.89
2015-059,347.08
2015-060,359.27
2015-061,11.46
2015-062,23.65
2015-063,35.84
2015-064,48.03
2015-065,60.22
2015-066,72.41
2015-067,84.61
2015-068,96.8
2015-069,108.99
2015-070,121.18
2015-071,133.37
2015-072,145.56
2015-073,157.75
2015-074,169.94
2015-075,182.13
2015-076,194.32
2015-077,206.52
2015-078,218.71
2015-079,230.9
2015-080,243.09
2015-081,255.28
2015-082,267.47
2015-083,279.66
2015-084,291.85
2015-085,304.04
2015-086,316.23
2015-087,328.43
2015-088,340.62
2015-089,352.81
2015-090,5.0
2015-091,17.19
2015-092,29.38
2015-093,41.57
2015-094,53.76
2015-095,65.95
2015-096,78.14
2015-097,90.34
2015-098,102.53
2015-099,114.72
2015-100,126.91
2015-101,139.1
2015-102,151.29
2015-103,163.48
2015-104,175.67
2015-105,187.86
2015-106,200.05
2015-107,212.25
2015-108,224.44
2015-109,236.63
2015-110,248.82
2015-111,261.01
2015-112,273.2
2015-113,285.39
2015-114,297.58
2015-115,309.77
2015-116,321.96
2015-117,334.16
2015-118,346.35
2015-119,358.54
2015-120,10.73
2015-121,22.92
2015-122,35.11
2015-123,47.3
2015-124,59.49
2015-125,71.68
2015-126,83.87
2015-127,96.07
2015-128,108.26
2015-129,120.45
2015-130,132.64
2015-131,144.83
2015-132,157.02
2015-133,169.21
2015-134,181.4
2015-135,193.59
2015-136,205.78
2015-137,217.97
2015-138,230.17
2015-139,242.36
2015-140,254.55
2015-141,266.74
2015-142,278.93
2015-143,291.12
2015-144,303.31
2015-145,315.5
2015-146,327.69
2015-147,339.88
2015-148,352.08
2015-149,4.27
2015-150,16.46
2015-151,28.65
2015-152,40.84
2015-153,53.03
2015-154,65.22
2015-155,77.41
2015-156,89.6
2015-157,101.79
2015-158,113.99
2015-159,126.18
2015-160,138.37
2015-161,150.56
2015-162,162.75
2015-163,174.94
2015-164,187.13
2015-165,199.32
2015-166,211.51
2015-167,223.7
2015-168,235.9
2015-169,248.09
2015-170,260.28
2015-171,272.47
2015-172,284.66
2015-173,296.85
2015-174,309.04
2015-175,321.23
2015-176,333.42
2015-177,345.61
2015-178,357.81
2015-179,10.0
2015-180,22.19
2015-181,34.38
2015-182,46.57
2015-183,58.76
2015-184,70.95
2015-185,83.14
2015-186,95.33
2015-187,107.52
2015-188,119.72
2015-189,131.91
2015-190,144.1
2015-191,156.29
2015-192,168.48
2015-193,180.67
2015-194,192.86
2015-195,205.05
2015-196,217.24
2015-197,229.43
2015-198,241.63
2015-199,253.82
2015-200,266.01
2015-201,278.2
2015-202,290.39
2015-203,302.58
2015-204,314.77
2015-205,326.96
2015-206,339.15
2015-207,351.34
2015-208,3.54
2015-209,15.73
2015-210,27.92
2015-211,40.11
2015-212,52.3
2015-213,64.49
2015-214,76.68
2015-215,88.87
2015-216,101.06
2015-217,113.25
2015-218,125.45
2015-219,137.64
2015-220,149.83
2015-221,162.02
2015-222,174.21
2015-223,186.4
2015-224,198.59
2015-225,210.78
2015-226,222.97
2015-227,235.16
2015-228,247.36
2015-229,259.55
2015-230,271.74
2015-231,283.93
2015-232,296.12
2015-233,308.31
2015-234,320.5
2015-235,332.69
2015-236,344.88
2015-237,357.07
2015-238,9.27
2015-239,21.46
2015-240,33.65
2015-241,45.84
2015-242,58.03
2015-243,70.22
2015-244,82.41
2015-245,94.6
2015-246,106.79
2015-247,118.98
2015-248,131.18
2015-249,143.37
2015-250,155.56
2015-251,167.75
2015-252,179.94
2015-253,192.13
2015-254,204.32
2015-255,216.51
2015-256,228.7
2015-257,240.89
2015-258,253.08
2015-259,265.28
2015-260,277.47
2015-261,289.66
2015-262,301.85
2015-263,314.04
2015-264,326.23
2015-265,338.42
2015-266,350.61
2015-267,2.8
2015-268,14.99
2015-269,27.19
2015-270,39.38
2015-271,51.57
2015-272,63.76
2015-273,75.95
2015-274,88.14
2015-275,100.33
2015-276,112.52
2015-277,124.71
2015-278,136.9
2015-279,149.1
2015-280,161.29
2015-281,173.48
2015-282,185.67
2015-283,197.86
2015-284,210.05
2015-285,222.24
2015-286,234.43
2015-287,246.62
2015-288,258.81
2015-289,271.01
2015-290,283.2
2015-291,295.39
2015-292,307.58
2015-293,319.77
2015-294,331.96
2015-295,344.15
2015-296,356.34
2015-297,8.53
2015-298,20.72
2015-299,32.92
2015-300,45.11
2015-301,57.3
2015-302,69.49
2015-303,81.68
2015-304,93.87
2015-305,106.06
2015-306,118.25
2015-307,130.44
2015-308,142.63
2015-309,154.83
2015-310,167.02
2015-311,179.21
2015-312,191.4
2015-313,203.59
2015-314,215.78
2015-315,227.97
2015-316,240.16
2015-317,252.35
2015-318,264.54
2015-319,276.74
2015-320,288.93
2015-321,301.12
2015-322,313.31
2015-323,325.5
2015-324,337.69
2015-325,349.88
2015-326,2.07
2015-327,14.26
2015-328,26.45
2015-329,38.65
2015-330,50.84
2015-331,63.03
2015-332,75.22
2015-333,87.41
2015-334,99.6
2015-335,111.79
2015-336,123.98
2015-337,136.17
2015-338,148.36
2015-339,160.56
2015-340,172.75
2015-341,184.94
2015-342,197.13
2015-343,209.32
2015-344,221.51
2015-345,233.7
2015-346,245.89
2015-347,258.08
2015-348,270.27
2015-349,282.47
2015-350,294.66
2015-351,306.85
2015-352,319.04
2015-353,331.23
2015-354,343.42
2015-355,355.61
2015-356,7.8
2015-357,19.99
2015-358,32.18
2015-359,44.38
2015-360,56.57
2015-361,68.76
2015-362,80.95
2015-363,93.14
2015-364,105.33
2015-365,117.52
2016-001,0.0
2016-002,12.19
2016-003,24.38
2016-004,36.57
2016-005,48.76
2016-006,60.95
2016-007,73.15
2016-008,85.34
2016-009,97.53
2016-010,109.72
2016-011,121.91
2016-012,134.1
2016-013,146.29
2016-014,158.48
2016-015,170.67
2016-016,182.86
2016-017,195.06
2016-018,207.25
2016-019,219.44
2016-020,231.63
2016-021,243.82
2016-022,256.01
2016-023,268.2
2016-024,280.39
2016-025,292.58
2016-026,304.77
2016-027,316.97
2016-028,329.16
2016-029,341.35
2016-030,353.54
2016-031,5.73
2016-032,17.92
2016-033,30.11
2016-034,42.3
2016-035,54.49
2016-036,66.68
2016-037,78.88
2016-038,91.07
2016-039,103.26
2016-040,115.45
2016-041,127.64
2016-042,139.83
2016-043,152.02
2016-044,164.21
2016-045,176.4
2016-046,188.59
2016-047,200.79
2016-048,212.98
2016-049,225.17
2016-050,237.36
2016-051,249.55
2016-052,261.74
2016-053,273.93
2016-054,286.12
2016-055,298.31
2016-056,310.5
2016-057,322.7
2016-058,334.89
2016-059,347.08
2016-060,359.27
2016-061,11.46
2016-062,23.65
2016-063,35.84
2016-064,48.03
