Date,Solar_Longitude
2009-235,230.79
2009-236,231.78
2009-237,232.77
2009-238,233.75
2009-239,234.74
2009-240,235.73
2009-241,236.71
2009-242,237.7
2009-243,238.68
2009-244,239.67
2009-245,240.66
2009-246,241.64
2009-247,242.63
2009-248,243.62
2009-249,244.6
2009-250,245.59
2009-251,246.58
2009-252,247.56
2009-253,248.55
2009-254,249.53
2009-255,250.52
2009-256,251.51
2009-257,252.49
2009-258,253.48
2009-259,254.47
2009-260,255.45
2009-261,256.44
2009-262,257.42
2009-263,258.41
2009-264,259.4
2009-265,260.38
2009-266,261.37
2009-267,262.36
2009-268,263.34
2009-269,264.33
2009-270,265.32
2009-271,266.3
2009-272,267.29
2009-273,268.27
2009-274,269.26
2009-275,270.25
2009-276,271.23
2009-277,272.22
2009-278,273.21
2009-279,274.19
2009-280,275.18
2009-281,276.16
2009-282,277.15
2009-283,278.14
2009-284,279.12
2009-285,280.11
2009-286,281.1
2009-287,282.08
2009-288,283.07
2009-289,284.05
2009-290,285.04
2009-291,286.03
2009-292,287.01
2009-293,288.0
2009-294,288.99
2009-295,289.97
2009-296,290.96
2009-297,291.95
2009-298,292.93
2009-299,293.92
2009-300,294.9
2009-301,295.89
2009-302,296.88
2009-303,297.86
2009-304,298.85
2009-305,299.84
2009-306,300.82
2009-307,301.81
2009-308,302.79
2009-309,303.78
2009-310,304.77
2009-311,305.75
2009-312,306.74
2009-313,307.73
2009-314,308.71
2009-315,309.7
2009-316,310.68
2009-317,311.67
2009-318,312.66
2009-319,313.64
2009-320,314.63
2009-321,315.62
2009-322,316.6
2009-323,317.59
2009-324,318.58
2009-325,319.56
2009-326,320.55
2009-327,321.53
2009-328,322.52
2009-329,323.51
2009-330,324.49
2009-331,325.48
2009-332,326.47
2009-333,327.45
2009-334,328.44
2009-335,329.42
2009-336,330.41
2009-337,331.4
2009-338,332.38
2009-339,333.37
2009-340,334.36
2009-341,335.34
2009-342,336.33
2009-343,337.32
2009-344,338.3
2009-345,339.29
2009-346,340.27
2009-347,341.26
2009-348,342.25
2009-349,343.23
2009-350,344.22
2009-351,345.21
2009-352,346.19
2009-353,347.18
2009-354,348.16
2009-355,349.15
2009-356,350.14
2009-357,351.12
2009-358,352.11
2009-359,353.1
2009-360,354.08
2009-361,355.07
2009-362,356.05
2009-363,357.04
2009-364,358.03
2009-365,359.01
2010-001,0.0
2010-002,0.99
2010-003,1.97
2010-004,2.96
2010-005,3.95
2010-006,4.93
2010-007,5.92
2010-008,6.9
2010-009,7.89
2010-010,8.88
2010-011,9.86
2010-012,10.85
2010-013,11.84
2010-014,12.82
2010-015,13.81
2010-016,14.79
2010-017,15.78
2010-018,16.77
2010-019,17.75
2010-020,18.74
2010-021,19.73
2010-022,20.71
2010-023,21.7
2010-024,22.68
2010-025,23.67
2010-026,24.66
2010-027,25.64
2010-028,26.63
2010-029,27.62
2010-030,28.6
2010-031,29.59
2010-032,30.58
2010-033,31.56
2010-034,32.55
2010-035,33.53
2010-036,34.52
2010-037,35.51
2010-038,36.49
2010-039,37.48
2010-040,38.47
2010-041,39.45
2010-042,40.44
2010-043,41.42
2010-044,42.41
2010-045,43.4
2010-046,44.38
2010-047,45.37
2010-048,46.36
2010-049,47.34
2010-050,48.33
2010-051,49.32
2010-052,50.3
2010-053,51.29
2010-054,52.27
2010-055,53.26
2010-056,54.25
2010-057,55.23
2010-058,56.22
2010-059,57.21
2010-060,58.19
2010-061,59.18
2010-062,60.16
2010-063,61.15
2010-064,62.14
2010-065,63.12
2010-066,64.11
2010-067,65.1
2010-068,66.08
2010-069,67.07
2010-070,68.05
2010-071,69.04
2010-072,70.03
2010-073,71.01
2010-074,72.0
2010-075,72.99
2010-076,73.97
2010-077,74.96
2010-078,75.95
2010-079,76.93
2010-080,77.92
2010-081,78.9
2010-082,79.89
2010-083,80.88
2010-084,81.86
2010-085,82.85
2010-086,83.84
2010-087,84.82
2010-088,85.81
2010-089,86.79
2010-090,87.78
2010-091,88.77
2010-092,89.75
2010-093,90.74
2010-094,91.73
2010-095,92.71
2010-096,93.7
2010-097,94.68
2010-098,95.67
2010-099,96.66
2010-100,97.64
2010-101,98.63
2010-102,99.62
2010-103,100.6
2010-104,101.59
2010-105,102.58
2010-106,103.56
2010-107,104.55
2010-108,105.53
2010-109,106.52
2010-110,107.51
2010-111,108.49
2010-112,109.48
2010-113,110.47
2010-114,111.45
2010-115,112.44
2010-116,113.42
2010-117,114.41
2010-118,115.4
2010-119,116.38
2010-120,117.37
2010-121,118.36
2010-122,119.34
2010-123,120.33
2010-124,121.32
2010-125,122.3
2010-126,123.29
2010-127,124.27
2010-128,125.26
2010-129,126.25
2010-130,127.23
2010-131,128.22
2010-132,129.21
2010-133,130.19
2010-134,131.18
2010-135,132.16
2010-136,133.15
2010-137,134.14
2010-138,135.12
2010-139,136.11
2010-140,137.1
2010-141,138.08
2010-142,139.07
2010-143,140.05
2010-144,141.04
2010-145,142.03
2010-146,143.01
2010-147,144.0
2010-148,144.99
2010-149,145.97
2010-150,146.96
2010-151,147.95
2010-152,148.93
2010-153,149.92
2010-154,150.9
2010-155,151.89
2010-156,152.88
2010-157,153.86
2010-158,154.85
2010-159,155.84
2010-160,156.82
2010-161,157.81
2010-162,158.79
2010-163,159.78
2010-164,160.77
2010-165,161.75
2010-166,162.74
2010-167,163.73
2010-168,164.71
2010-169,165.7
2010-170,166.68
2010-171,167.67
2010-172,168.66
2010-173,169.64
2010-174,170.63
2010-175,171.62
2010-176,172.6
2010-177,173.59
2010-178,174.58
2010-179,175.56
2010-180,176.55
2010-181,177.53
2010-182,178.52
2010-183,179.51
2010-184,180.49
2010-185,181.48
2010-186,182.47
2010-187,183.45
2010-188,184.44
2010-189,185.42
2010-190,186.41
2010-191,187.4
2010-192,188.38
2010-193,189.37
2010-194,190.36
2010-195,191.34
2010-196,192.33
2010-197,193.32
2010-198,194.3
2010-199,195.29
2010-200,196.27
2010-201,197.26
2010-202,198.25
2010-203,199.23
2010-204,200.22
2010-205,201.21
2010-206,202.19
2010-207,203.18
2010-208,204.16
2010-209,205.15
2010-210,206.14
2010-211,207.12
2010-212,208.11
2010-213,209.1
2010-214,210.08
2010-215,211.07
2010-216,212.05
2010-217,213.04
2010-218,214.03
2010-219,215.01
2010-220,216.0
2010-221,216.99
2010-222,217.97
2010-223,218.96
2010-224,219.95
2010-225,220.93
2010-226,221.92
2010-227,222.9
2010-228,223.89
2010-229,224.88
2010-230,225.86
2010-231,226.85
2010-232,227.84
2010-233,228.82
2010-234,229.81
2010-235,230.79
2010-236,231.78
2010-237,232.77
2010-238,233.75
2010-239,234.74
2010-240,235.73
2010-241,236.71
2010-242,237.7
2010-243,238.68
2010-244,239.67
2010-245,240.66
2010-246,241.64
2010-247,242.63
2010-248,243.62
2010-249,244.6
2010-250,245.59
2010-251,246.58
2010-252,247.56
2010-253,248.55
2010-254,249.53
2010-255,250.52
2010-256,251.51
2010-257,252.49
2010-258,253.48
2010-259,254.47
2010-260,255.45
2010-261,256.44
2010-262,257.42
2010-263,258.41
2010-264,259.4
2010-265,260.38
2010-266,261.37
2010-267,262.36
2010-268,263.34
2010-269,264.33
2010-270,265.32
2010-271,266.3
2010-272,267.29
2010-273,268.27
2010-274,269.26
2010-275,270.25
2010-276,271.23
2010-277,272.22
2010-278,273.21
2010-279,274.19
2010-280,275.18
2010-281,276.16
2010-282,277.15
2010-283,278.14
2010-284,279.12
2010-285,280.11
2010-286,281.1
2010-287,282.08
2010-288,283.07
2010-289,284.05
2010-290,285.04
2010-291,286.03
2010-292,287.01
2010-293,288.0
2010-294,288.99
2010-295,289.97
2010-296,290.96
2010-297,291.95
2010-298,292.93
2010-299,293.92
2010-300,294.9
2010-301,295.89
2010-302,296.88
2010-303,297.86
2010-304,298.85
2010-305,299.84
2010-306,300.82
2010-307,301.81
2010-308,302.79
2010-309,303.78
2010-310,304.77
2010-311,305.75
2010-312,306.74
2010-313,307.73
2010-314,308.71
2010-315,309.7
2010-316,310.68
2010-317,311.67
2010-318,312.66
2010-319,313.64
2010-320,314.63
2010-321,315.62
2010-322,316.6
2010-323,317.59
2010-324,318.58
2010-325,319.56
2010-326,320.55
2010-327,321.53
2010-328,322.52
2010-329,323.51
2010-330,324.49
2010-331,325.48
2010-332,326.47
2010-333,327.45
2010-334,328.44
2010-335,329.42
2010-336,330.41
2010-337,331.4
2010-338,332.38
2010-339,333.37
2010-340,334.36
2010-341,335.34
2010-342,336.33
2010-343,337.32
2010-344,338.3
2010-345,339.29
2010-346,340.27
2010-347,341.26
2010-348,342.25
2010-349,343.23
2010-350,344.22
2010-351,345.21
2010-352,346.19
2010-353,347.18
2010-354,348.16
2010-355,349.15
2010-356,350.14
2010-357,351.12
2010-358,352.11
2010-359,353.1
2010-360,354.08
2010-361,355.07
2010-362,356.05
2010-363,357.04
2010-364,358.03
2010-365,359.01
2011-001,0.0
2011-002,0.99
2011-003,1.97
2011-004,2.96
2011-005,3.95
2011-006,4.93
2011-007,5.92
2011-008,6.9
2011-009,7.89
2011-010,8.88
2011-011,9.86
2011-012,10.85
2011-013,11.84
2011-014,12.82
2011-015,13.81
2011-016,14.79
2011-017,15.78
2011-018,16.77
2011-019,17.75
2011-020,18.74
2011-021,19.73
2011-022,20.71
2011-023,21.7
2011-024,22.68
2011-025,23.67
2011-026,24.66
2011-027,25.64
2011-028,26.63
2011-029,27.62
2011-030,28.6
2011-031,29.59
2011-032,30.58
2011-033,31.56
2011-034,32.55
2011-035,33.53
2011-036,34.52
2011-037,35.51
2011-038,36.49
2011-039,37.48
2011-040,38.47
2011-041,39.45
2011-042,40.44
2011-043,41.42
2011-044,42.41
2011-045,43.4
2011-046,44.38
2011-047,45.37
2011-048,46.36
2011-049,47.34
2011-050,48.33
2011-051,49.32
2011-052,50.3
2011-053,51.29
2011-054,52.27
2011-055,53.26
2011-056,54.25
2011-057,55.23
2011-058,56.22
2011-059,57.21
2011-060,58.19
2011-061,59.18
2011-062,60.16
2011-063,61.15
2011-064,62.14
2011-065,63.12
2011-066,64.11
2011-067,65.1
2011-068,66.08
2011-069,67.07
2011-070,68.05
2011-071,69.04
2011-072,70.03
2011-073,71.01
2011-074,72.0
2011-075,72.99
2011-076,73.97
2011-077,74.96
2011-078,75.95
2011-079,76.93
2011-080,77.92
2011-081,78.9
2011-082,79.89
2011-083,80.88
2011-084,81.86
2011-085,82.85
2011-086,83.84
2011-087,84.82
2011-088,85.81
2011-089,86.79
2011-090,87.78
2011-091,88.77
2011-092,89.75
2011-093,90.74
2011-094,91.73
2011-095,92.71
2011-096,93.7
2011-097,94.68
2011-098,95.67
2011-099,96.66
2011-100,97.64
2011-101,98.63
2011-102,99.62
2011-103,100.6
2011-104,101.59
2011-105,102.58
2011-106,103.56
2011-107,104.55
2011-108,105.53
2011-109,106.52
2011-110,107.51
2011-111,108.49
2011-112,109.48
2011-113,110.47
2011-114,111.45
2011-115,112.44
2011-116,113.42
2011-117,114.41
2011-118,115.4
2011-119,116.38
2011-120,117.37
2011-121,118.36
2011-122,119.34
2011-123,120.33
2011-124,121.32
2011-125,122.3
2011-126,123.29
2011-127,124.27
2011-128,125.26
2011-129,126.25
2011-130,127.23
2011-131,128.22
2011-132,129.21
2011-133,130.19
2011-134,131.18
2011-135,132.16
2011-136,133.15
2011-137,134.14
2011-138,135.12
2011-139,136.11
2011-140,137.1
2011-141,138.08
2011-142,139.07
2011-143,140.05
2011-144,141.04
2011-145,142.03
2011-146,143.01
2011-147,144.0
2011-148,144.99
2011-149,145.97
2011-150,146.96
2011-151,147.95
2011-152,148.93
2011-153,149.92
2011-154,150.9
2011-155,151.89
2011-156,152.88
2011-157,153.86
2011-158,154.85
2011-159,155.84
2011-160,156.82
2011-161,157.81
2011-162,158.79
2011-163,159.78
2011-164,160.77
2011-165,161.75
2011-166,162.74
2011-167,163.73
2011-168,164.71
2011-169,165.7
2011-170,166.68
2011-171,167.67
2011-172,168.66
2011-173,169.64
2011-174,170.63
2011-175,171.62
2011-176,172.6
2011-177,173.59
2011-178,174.58
2011-179,175.56
2011-180,176.55
2011-181,177.53
2011-182,178.52
2011-183,179.51
2011-184,180.49
2011-185,181.48
2011-186,182.47
2011-187,183.45
2011-188,184.44
2011-189,185.42
2011-190,186.41
2011-191,187.4
2011-192,188.38
2011-193,189.37
2011-194,190.36
2011-195,191.34
2011-196,192.33
2011-197,193.32
2011-198,194.3
2011-199,195.29
2011-200,196.27
2011-201,197.26
2011-202,198.25
2011-203,199.23
2011-204,200.22
2011-205,201.21
2011-206,202.19
2011-207,203.18
2011-208,204.16
2011-209,205.15
2011-210,206.14
2011-211,207.12
2011-212,208.11
2011-213,209.1
2011-214,210.08
2011-215,211.07
2011-216,212.05
2011-217,213.04
2011-218,214.03
2011-219,215.01
2011-220,216.0
2011-221,216.99
2011-222,217.97
2011-223,218.96
2011-224,219.95
2011-225,220.93
2011-226,221.92
2011-227,222.9
2011-228,223.89
2011-229,224.88
2011-230,225.86
2011-231,226.85
2011-232,227.84
2011-233,228.82
2011-234,229.81
2011-235,230.79
2011-236,231.78
2011-237,232.77
2011-238,233.75
2011-239,234.74
2011-240,235.73
2011-241,236.71
2011-242,237.7
2011-243,238.68
2011-244,239.67
2011-245,240.66
2011-246,241.64
2011-247,242.63
2011-248,243.62
2011-249,244.6
2011-250,245.59
2011-251,246.58
2011-252,247.56
2011-253,248.55
2011-254,249.53
2011-255,250.52
2011-256,251.51
2011-257,252.49
2011-258,253.48
2011-259,254.47
2011-260,255.45
2011-261,256.44
2011-262,257.42
2011-263,258.41
2011-264,259.4
2011-265,260.38
2011-266,261.37
2011-267,262.36
2011-268,263.34
2011-269,264.33
2011-270,265.32
2011-271,266.3
2011-272,267.29
2011-273,268.27
2011-274,269.26
2011-275,270.25
2011-276,271.23
2011-277,272.22
2011-278,273.21
2011-279,274.19
2011-280,275.18
2011-281,276.16
2011-282,277.15
2011-283,278.14
2011-284,279.12
2011-285,280.11
2011-286,281.1
2011-287,282.08
2011-288,283.07
2011-289,284.05
2011-290,285.04
2011-291,286.03
2011-292,287.01
2011-293,288.0
2011-294,288.99
2011-295,289.97
2011-296,290.96
2011-297,291.95
2011-298,292.93
2011-299,293.92
2011-300,294.9
2011-301,295.89
2011-302,296.88
2011-303,297.86
2011-304,298.85
2011-305,299.84
2011-306,300.82
2011-307,301.81
2011-308,302.79
2011-309,303.78
2011-310,304.77
2011-311,305.75
2011-312,306.74
2011-313,307.73
2011-314,308.71
2011-315,309.7
2011-316,310.68
2011-317,311.67
2011-318,312.66
2011-319,313.64
2011-320,314.63
2011-321,315.62
2011-322,316.6
2011-323,317.59
2011-324,318.58
2011-325,319.56
2011-326,320.55
2011-327,321.53
2011-328,322.52
2011-329,323.51
2011-330,324.49
2011-331,325.48
2011-332,326.47
2011-333,327.45
2011-334,328.44
2011-335,329.42
2011-336,330.41
2011-337,331.4
2011-338,332.38
2011-339,333.37
2011-340,334.36
2011-341,335.34
2011-342,336.33
2011-343,337.32
2011-344,338.3
2011-345,339.29
2011-346,340.27
2011-347,341.26
2011-348,342.25
2011-349,343.23
2011-350,344.22
2011-351,345.21
2011-352,346.19
2011-353,347.18
2011-354,348.16
2011-355,349.15
2011-356,350.14
2011-357,351.12
2011-358,352.11
2011-359,353.1
2011-360,354.08
2011-361,355.07
2011-362,356.05
2011-363,357.04
2011-364,358.03
2011-365,359.01
2012-001,0.0
2012-002,0.99
2012-003,1.97
2012-004,2.96
2012-005,3.95
2012-006,4.93
2012-007,5.92
2012-008,6.9
2012-009,7.89
2012-010,8.88
2012-011,9.86
2012-012,10.85
2012-013,11.84
2012-014,12.82
2012-015,13.81
2012-016,14.79
2012-017,15.78
2012-018,16.77
2012-019,17.75
2012-020,18.74
2012-021,19.73
2012-022,20.71
2012-023,21.7
2012-024,22.68
2012-025,23.67
2012-026,24.66
2012-027,25.64
2012-028,26.63
2012-029,27.62
2012-030,28.6
2012-031,29.59
2012-032,30.58
2012-033,31.56
2012-034,32.55
2012-035,33.53
2012-036,34.52
2012-037,35.51
2012-038,36.49
2012-039,37.48
2012-040,38.47
2012-041,39.45
2012-042,40.44
2012-043,41.42
2012-044,42.41
2012-045,43.4
2012-046,44.38
2012-047,45.37
2012-048,46.36
2012-049,47.34
2012-050,48.33
2012-051,49.32
2012-052,50.3
2012-053,51.29
2012-054,52.27
2012-055,53.26
2012-056,54.25
2012-057,55.23
2012-058,56.22
2012-059,57.21
2012-060,58.19
2012-061,59.18
2012-062,60.16
2012-063,61.15
2012-064,62.14
2012-065,63.12
2012-066,64.11
2012-067,65.1
2012-068,66.08
2012-069,67.07
2012-070,68.05
2012-071,69.04
2012-072,70.03
2012-073,71.01
2012-074,72.0
2012-075,72.99
2012-076,73.97
2012-077,74.96
2012-078,75.95
2012-079,76.93
2012-080,77.92
2012-081,78.9
2012-082,79.89
2012-083,80.88
2012-084,81.86
2012-085,82.85
2012-086,83.84
2012-087,84.82
2012-088,85.81
2012-089,86.79
2012-090,87.78
2012-091,88.77
2012-092,89.75
2012-093,90.74
2012-094,91.73
2012-095,92.71
2012-096,93.7
2012-097,94.68
2012-098,95.67
2012-099,96.66
2012-100,97.64
2012-101,98.63
2012-102,99.62
2012-103,100.6
2012-104,101.59
2012-105,102.58
2012-106,103.56
2012-107,104.55
2012-108,105.53
2012-109,106.52
2012-110,107.51
2012-111,108.49
2012-112,109.48
2012-113,110.47
2012-114,111.45
2012-115,112.44
2012-116,113.42
2012-117,114.41
2012-118,115.4
2012-119,116.38
2012-120,117.37
2012-121,118.36
2012-122,119.34
2012-123,120.33
2012-124,121.32
2012-125,122.3
2012-126,123.29
2012-127,124.27
2012-128,125.26
2012-129,126.25
2012-130,127.23
2012-131,128.22
2012-132,129.21
2012-133,130.19
2012-134,131.18
2012-135,132.16
2012-136,133.15
2012-137,134.14
2012-138,135.12
2012-139,136.11
2012-140,137.1
2012-141,138.08
2012-142,139.07
2012-143,140.05
2012-144,141.04
2012-145,142.03
2012-146,143.01
2012-147,144.0
2012-148,144.99
2012-149,145.97
2012-150,146.96
2012-151,147.95
2012-152,148.93
2012-153,149.92
2012-154,150.9
2012-155,151.89
2012-156,152.88
2012-157,153.86
2012-158,154.85
2012-159,155.84
2012-160,156.82
2012-161,157.81
2012-162,158.79
2012-163,159.78
2012-164,160.77
2012-165,161.75
2012-166,162.74
2012-167,163.73
2012-168,164.71
2012-169,165.7
2012-170,166.68
2012-171,167.67
2012-172,168.66
2012-173,169.64
2012-174,170.63
2012-175,171.62
2012-176,172.6
2012-177,173.59
2012-178,174.58
2012-179,175.56
2012-180,176.55
2012-181,177.53
2012-182,178.52
2012-183,179.51
2012-184,180.49
2012-185,181.48
2012-186,182.47
2012-187,183.45
2012-188,184.44
2012-189,185.42
2012-190,186.41
2012-191,187.4
2012-192,188.38
2012-193,189.37
2012-194,190.36
2012-195,191.34
2012-196,192.33
2012-197,193.32
2012-198,194.3
2012-199,195.29
2012-200,196.27
2012-201,197.26
2012-202,198.25
2012-203,199.23
2012-204,200.22
2012-205,201.21
2012-206,202.19
2012-207,203.18
2012-208,204.16
2012-209,205.15
2012-210,206.14
2012-211,207.12
2012-212,208.11
2012-213,209.1
2012-214,210.08
2012-215,211.07
2012-216,212.05
2012-217,213.04
2012-218,214.03
2012-219,215.01
2012-220,216.0
2012-221,216.99
2012-222,217.97
2012-223,218.96
2012-224,219.95
2012-225,220.93
2012-226,221.92
2012-227,222.9
2012-228,223.89
2012-229,224.88
2012-230,225.86
2012-231,226.85
2012-232,227.84
2012-233,228.82
2012-234,229.81
2012-235,230.79
2012-236,231.78
2012-237,232.77
2012-238,233.75
2012-239,234.74
2012-240,235.73
2012-241,236.71
2012-242,237.7
2012-243,238.68
2012-244,239.67
2012-245,240.66
2012-246,241.64
2012-247,242.63
2012-248,243.62
2012-249,244.6
2012-250,245.59
2012-251,246.58
2012-252,247.56
2012-253,248.55
2012-254,249.53
2012-255,250.52
2012-256,251.51
2012-257,252.49
2012-258,253.48
2012-259,254.47
2012-260,255.45
2012-261,256.44
2012-262,257.42
2012-263,258.41
2012-264,259.4
2012-265,260.38
2012-266,261.37
2012-267,262.36
2012-268,263.34
2012-269,264.33
2012-270,265.32
2012-271,266.3
2012-272,267.29
2012-273,268.27
2012-274,269.26
2012-275,270.25
2012-276,271.23
2012-277,272.22
2012-278,273.21
2012-279,274.19
2012-280,275.18
2012-281,276.16
2012-282,277.15
2012-283,278.14
2012-284,279.12
2012-285,280.11
2012-286,281.1
2012-287,282.08
2012-288,283.07
2012-289,284.05
2012-290,285.04
2012-291,286.03
2012-292,287.01
2012-293,288.0
2012-294,288.99
2012-295,289.97
2012-296,290.96
2012-297,291.95
2012-298,292.93
2012-299,293.92
2012-300,294.9
2012-301,295.89
2012-302,296.88
2012-303,297.86
2012-304,298.85
2012-305,299.84
2012-306,300.82
2012-307,301.81
2012-308,302.79
2012-309,303.78
2012-310,304.77
2012-311,305.75
2012-312,306.74
2012-313,307.73
2012-314,308.71
2012-315,309.7
2012-316,310.68
2012-317,311.67
2012-318,312.66
2012-319,313.64
2012-320,314.63
2012-321,315.62
2012-322,316.6
2012-323,317.59
2012-324,318.58
2012-325,319.56
2012-326,320.55
2012-327,321.53
2012-328,322.52
2012-329,323.51
2012-330,324.49
2012-331,325.48
2012-332,326.47
2012-333,327.45
2012-334,328.44
2012-335,329.42
2012-336,330.41
2012-337,331.4
2012-338,332.38
2012-339,333.37
2012-340,334.36
2012-341,335.34
2012-342,336.33
2012-343,337.32
2012-344,338.3
2012-345,339.29
2012-346,340.27
2012-347,341.26
2012-348,342.25
2012-349,343.23
2012-350,344.22
2012-351,345.21
2012-352,346.19
2012-353,347.18
2012-354,348.16
2012-355,349.15
2012-356,350.14
2012-357,351.12
2012-358,352.11
2012-359,353.1
2012-360,354.08
2012-361,355.07
2012-362,356.05
2012-363,357.04
2012-364,358.03
2012-365,359.01
2013-001,0.0
2013-002,0.99
2013-003,1.97
2013-004,2.96
2013-005,3.95
2013-006,4.93
2013-007,5.92
2013-008,6.9
2013-009,7.89
2013-010,8.88
2013-011,9.86
2013-012,10.85
2013-013,11.84
2013-014,12.82
2013-015,13.81
2013-016,14.79
2013-017,15.78
2013-018,16.77
2013-019,17.75
2013-020,18.74
2013-021,19.73
2013-022,20.71
2013-023,21.7
2013-024,22.68
2013-025,23.67
2013-026,24.66
2013-027,25.64
2013-028,26.63
2013-029,27.62
2013-030,28.6
2013-031,29.59
2013-032,30.58
2013-033,31.56
2013-034,32.55
2013-035,33.53
2013-036,34.52
2013-037,35.51
2013-038,36.49
2013-039,37.48
2013-040,38.47
2013-041,39.45
2013-042,40.44
2013-043,41.42
2013-044,42.41
2013-045,43.4
2013-046,44.38
2013-047,45.37
2013-048,46.36
2013-049,47.34
2013-050,48.33
2013-051,49.32
2013-052,50.3
2013-053,51.29
2013-054,52.27
2013-055,53.26
2013-056,54.25
2013-057,55.23
2013-058,56.22
2013-059,57.21
2013-060,58.19
2013-061,59.18
2013-062,60.16
2013-063,61.15
2013-064,62.14
2013-065,63.12
2013-066,64.11
2013-067,65.1
2013-068,66.08
2013-069,67.07
2013-070,68.05
2013-071,69.04
2013-072,70.03
2013-073,71.01
2013-074,72.0
2013-075,72.99
2013-076,73.97
2013-077,74.96
2013-078,75.95
2013-079,76.93
2013-080,77.92
2013-081,78.9
2013-082,79.89
2013-083,80.88
2013-084,81.86
2013-085,82.85
2013-086,83.84
2013-087,84.82
2013-088,85.81
2013-089,86.79
2013-090,87.78
2013-091,88.77
2013-092,89.75
2013-093,90.74
2013-094,91.73
2013-095,92.71
2013-096,93.7
2013-097,94.68
2013-098,95.67
2013-099,96.66
2013-100,97.64
2013-101,98.63
2013-102,99.62
2013-103,100.6
2013-104,101.59
2013-105,102.58
2013-106,103.56
2013-107,104.55
2013-108,105.53
2013-109,106.52
2013-110,107.51
2013-111,108.49
2013-112,109.48
2013-113,110.47
2013-114,111.45
2013-115,112.44
2013-116,113.42
2013-117,114.41
2013-118,115.4
2013-119,116.38
2013-120,117.37
2013-121,118.36
2013-122,119.34
2013-123,120.33
2013-124,121.32
2013-125,122.3
2013-126,123.29
2013-127,124.27
2013-128,125.26
2013-129,126.25
2013-130,127.23
2013-131,128.22
2013-132,129.21
2013-133,130.19
2013-134,131.18
2013-135,132.16
2013-136,133.15
2013-137,134.14
2013-138,135.12
2013-139,136.11
2013-140,137.1
2013-141,138.08
2013-142,139.07
2013-143,140.05
2013-144,141.04
2013-145,142.03
2013-146,143.01
2013-147,144.0
2013-148,144.99
2013-149,145.97
2013-150,146.96
2013-151,147.95
2013-152,148.93
2013-153,149.92
2013-154,150.9
2013-155,151.89
2013-156,152.88
2013-157,153.86
2013-158,154.85
2013-159,155.84
2013-160,156.82
2013-161,157.81
2013-162,158.79
2013-163,159.78
2013-164,160.77
2013-165,161.75
2013-166,162.74
2013-167,163.73
2013-168,164.71
2013-169,165.7
2013-170,166.68
2013-171,167.67
2013-172,168.66
2013-173,169.64
2013-174,170.63
2013-175,171.62
2013-176,172.6
2013-177,173.59
2013-178,174.58
2013-179,175.56
2013-180,176.55
2013-181,177.53
2013-182,178.52
2013-183,179.51
2013-184,180.49
2013-185,181.48
2013-186,182.47
2013-187,183.45
2013-188,184.44
2013-189,185.42
2013-190,186.41
2013-191,187.4
2013-192,188.38
2013-193,189.37
2013-194,190.36
2013-195,191.34
2013-196,192.33
2013-197,193.32
2013-198,194.3
2013-199,195.29
2013-200,196.27
2013-201,197.26
2013-202,198.25
2013-203,199.23
2013-204,200.22
2013-205,201.21
2013-206,202.19
2013-207,203.18
2013-208,204.16
2013-209,205.15
2013-210,206.14
2013-211,207.12
2013-212,208.11
2013-213,209.1
2013-214,210.08
2013-215,211.07
2013-216,212.05
2013-217,213.04
2013-218,214.03
2013-219,215.01
2013-220,216.0
2013-221,216.99
2013-222,217.97
2013-223,218.96
2013-224,219.95
2013-225,220.93
2013-226,221.92
2013-227,222.9
2013-228,223.89
2013-229,224.88
2013-230,225.86
2013-231,226.85
2013-232,227.84
2013-233,228.82
2013-234,229.81
2013-235,230.79
2013-236,231.78
2013-237,232.77
2013-238,233.75
2013-239,234.74
2013-240,235.73
2013-241,236.71
2013-242,237.7
2013-243,238.68
2013-244,239.67
2013-245,240.66
2013-246,241.64
2013-247,242.63
2013-248,243.62
2013-249,244.6
2013-250,245.59
2013-251,246.58
2013-252,247.56
2013-253,248.55
2013-254,249.53
2013-255,250.52
2013-256,251.51
2013-257,252.49
2013-258,253.48
2013-259,254.47
2013-260,255.45
2013-261,256.44
2013-262,257.42
2013-263,258.41
2013-264,259.4
2013-265,260.38
2013-266,261.37
2013-267,262.36
2013-268,263.34
2013-269,264.33
2013-270,265.32
2013-271,266.3
2013-272,267.29
2013-273,268.27
2013-274,269.26
2013-275,270.25
2013-276,271.23
2013-277,272.22
2013-278,273.21
2013-279,274.19
2013-280,275.18
2013-281,276.16
2013-282,277.15
2013-283,278.14
2013-284,279.12
2013-285,280.11
2013-286,281.1
2013-287,282.08
2013-288,283.07
2013-289,284.05
2013-290,285.04
2013-291,286.03
2013-292,287.01
2013-293,288.0
2013-294,288.99
2013-295,289.97
2013-296,290.96
2013-297,291.95
2013-298,292.93
2013-299,293.92
2013-300,294.9
2013-301,295.89
2013-302,296.88
2013-303,297.86
2013-304,298.85
2013-305,299.84
2013-306,300.82
2013-307,301.81
2013-308,302.79
2013-309,303.78
2013-310,304.77
2013-311,305.75
2013-312,306.74
2013-313,307.73
2013-314,308.71
2013-315,309.7
2013-316,310.68
2013-317,311.67
2013-318,312.66
2013-319,313.64
2013-320,314.63
2013-321,315.62
2013-322,316.6
2013-323,317.59
2013-324,318.58
2013-325,319.56
2013-326,320.55
2013-327,321.53
2013-328,322.52
